row_index,video_id,file_name,source_file,shot_label,sequence_path
17,018,cover_drive_good_06.mov,cover_drive/cover_drive_good_06.mov,cover_drive,data/processed/pose_sequences/018_cover_drive_good_06_sequence.json
18,019,cover_drive_good_07.mov,cover_drive/cover_drive_good_07.mov,cover_drive,data/processed/pose_sequences/019_cover_drive_good_07_sequence.json
19,020,cover_drive_good_08.mov,cover_drive/cover_drive_good_08.mov,cover_drive,data/processed/pose_sequences/020_cover_drive_good_08_sequence.json
20,021,defensive_shot_average_01.mov,defensive_shot/defensive_shot_average_01.mov,defensive_shot,data/processed/pose_sequences/021_defensive_shot_average_01_sequence.json
21,022,defensive_shot_average_02.mov,defensive_shot/defensive_shot_average_02.mov,defensive_shot,data/processed/pose_sequences/022_defensive_shot_average_02_sequence.json
22,023,defensive_shot_average_03.mov,defensive_shot/defensive_shot_average_03.mov,defensive_shot,data/processed/pose_sequences/023_defensive_shot_average_03_sequence.json
23,024,defensive_shot_average_04.mov,defensive_shot/defensive_shot_average_04.mov,defensive_shot,data/processed/pose_sequences/024_defensive_shot_average_04_sequence.json
24,025,defensive_shot_average_05.mov,defensive_shot/defensive_shot_average_05.mov,defensive_shot,data/processed/pose_sequences/025_defensive_shot_average_05_sequence.json
25,026,defensive_shot_average_06.mov,defensive_shot/defensive_shot_average_06.mov,defensive_shot,data/processed/pose_sequences/026_defensive_shot_average_06_sequence.json
26,027,defensive_shot_average_07.mov,defensive_shot/defensive_shot_average_07.mov,defensive_shot,data/processed/pose_sequences/027_defensive_shot_average_07_sequence.json
27,028,defensive_shot_average_08.mov,defensive_shot/defensive_shot_average_08.mov,defensive_shot,data/processed/pose_sequences/028_defensive_shot_average_08_sequence.json
28,029,defensive_shot_bad_01.mov,defensive_shot/defensive_shot_bad_01.mov,defensive_shot,data/processed/pose_sequences/029_defensive_shot_bad_01_sequence.json
29,030,defensive_shot_bad_02.mov,defensive_shot/defensive_shot_bad_02.mov,defensive_shot,data/processed/pose_sequences/030_defensive_shot_bad_02_sequence.json
30,031,defensive_shot_bad_03.mov,defensive_shot/defensive_shot_bad_03.mov,defensive_shot,data/processed/pose_sequences/031_defensive_shot_bad_03_sequence.json
31,032,defensive_shot_bad_04.mov,defensive_shot/defensive_shot_bad_04.mov,defensive_shot,data/processed/pose_sequences/032_defensive_shot_bad_04_sequence.json
32,033,defensive_shot_good_01.mov,defensive_shot/defensive_shot_good_01.mov,defensive_shot,data/processed/pose_sequences/033_defensive_shot_good_01_sequence.json
33,034,defensive_shot_good_02.mov,defensive_shot/defensive_shot_good_02.mov,defensive_shot,data/processed/pose_sequences/034_defensive_shot_good_02_sequence.json
34,035,defensive_shot_good_03.mov,defensive_shot/defensive_shot_good_03.mov,defensive_shot,data/processed/pose_sequences/035_defensive_shot_good_03_sequence.json
35,036,defensive_shot_good_04.mov,defensive_shot/defensive_shot_good_04.mov,defensive_shot,data/processed/pose_sequences/036_defensive_shot_good_04_sequence.json
36,037,defensive_shot_good_05.mov,defensive_shot/defensive_shot_good_05.mov,defensive_shot,data/processed/pose_sequences/037_defensive_shot_good_05_sequence.json
37,038,defensive_shot_good_06.mov,defensive_shot/defensive_shot_good_06.mov,defensive_shot,data/processed/pose_sequences/038_defensive_shot_good_06_sequence.json
38,039,defensive_shot_good_07.mov,defensive_shot/defensive_shot_good_07.mov,defensive_shot,data/processed/pose_sequences/039_defensive_shot_good_07_sequence.json
39,040,defensive_shot_good_08.mov,defensive_shot/defensive_shot_good_08.mov,defensive_shot,data/processed/pose_sequences/040_defensive_shot_good_08_sequence.json
40,045,pull_shot_average_01.mov,pull_shot/pull_shot_average_01.mov,pull_shot,data/processed/pose_sequences/045_pull_shot_average_01_sequence.json
41,046,pull_shot_average_02.mov,pull_shot/pull_shot_average_02.mov,pull_shot,data/processed/pose_sequences/046_pull_shot_average_02_sequence.json
42,047,pull_shot_average_03.mov,pull_shot/pull_shot_average_03.mov,pull_shot,data/processed/pose_sequences/047_pull_shot_average_03_sequence.json
43,048,pull_shot_average_04.mov,pull_shot/pull_shot_average_04.mov,pull_shot,data/processed/pose_sequences/048_pull_shot_average_04_sequence.json
44,049,pull_shot_average_05.mov,pull_shot/pull_shot_average_05.mov,pull_shot,data/processed/pose_sequences/049_pull_shot_average_05_sequence.json
45,050,pull_shot_average_06.mov,pull_shot/pull_shot_average_06.mov,pull_shot,data/processed/pose_sequences/050_pull_shot_average_06_sequence.json
46,051,pull_shot_average_07.mov,pull_shot/pull_shot_average_07.mov,pull_shot,data/processed/pose_sequences/051_pull_shot_average_07_sequence.json
47,052,pull_shot_average_08.mov,pull_shot/pull_shot_average_08.mov,pull_shot,data/processed/pose_sequences/052_pull_shot_average_08_sequence.json
48,053,pull_shot_bad_01.mov,pull_shot/pull_shot_bad_01.mov,pull_shot,data/processed/pose_sequences/053_pull_shot_bad_01_sequence.json
49,054,pull_shot_bad_02.mov,pull_shot/pull_shot_bad_02.mov,pull_shot,data/processed/pose_sequences/054_pull_shot_bad_02_sequence.json
50,055,pull_shot_bad_03.mov,pull_shot/pull_shot_bad_03.mov,pull_shot,data/processed/pose_sequences/055_pull_shot_bad_03_sequence.json
51,056,pull_shot_bad_04.mov,pull_shot/pull_shot_bad_04.mov,pull_shot,data/processed/pose_sequences/056_pull_shot_bad_04_sequence.json
52,057,pull_shot_good_01.mov,pull_shot/pull_shot_good_01.mov,pull_shot,data/processed/pose_sequences/057_pull_shot_good_01_sequence.json
53,058,pull_shot_good_02.mov,pull_shot/pull_shot_good_02.mov,pull_shot,data/processed/pose_sequences/058_pull_shot_good_02_sequence.json
54,059,pull_shot_good_03.mov,pull_shot/pull_shot_good_03.mov,pull_shot,data/processed/pose_sequences/059_pull_shot_good_03_sequence.json
55,060,pull_shot_good_04.mov,pull_shot/pull_shot_good_04.mov,pull_shot,data/processed/pose_sequences/060_pull_shot_good_04_sequence.json
56,061,pull_shot_good_05.mov,pull_shot/pull_shot_good_05.mov,pull_shot,data/processed/pose_sequences/061_pull_shot_good_05_sequence.json
57,062,pull_shot_good_06.mov,pull_shot/pull_shot_good_06.mov,pull_shot,data/processed/pose_sequences/062_pull_shot_good_06_sequence.json
58,063,pull_shot_good_07.mov,pull_shot/pull_shot_good_07.mov,pull_shot,data/processed/pose_sequences/063_pull_shot_good_07_sequence.json
59,064,pull_shot_good_08.mov,pull_shot/pull_shot_good_08.mov,pull_shot,data/processed/pose_sequences/064_pull_shot_good_08_sequence.json
60,065,sweep_shot_average_01.mov,sweep_shot/sweep_shot_average_01.mov,sweep_shot,data/processed/pose_sequences/065_sweep_shot_average_01_sequence.json
61,066,sweep_shot_average_02.mov,sweep_shot/sweep_shot_average_02.mov,sweep_shot,data/processed/pose_sequences/066_sweep_shot_average_02_sequence.json
62,067,sweep_shot_average_03.mov,sweep_shot/sweep_shot_average_03.mov,sweep_shot,data/processed/pose_sequences/067_sweep_shot_average_03_sequence.json
63,068,sweep_shot_average_04.mov,sweep_shot/sweep_shot_average_04.mov,sweep_shot,data/processed/pose_sequences/068_sweep_shot_average_04_sequence.json
64,069,sweep_shot_average_05.mov,sweep_shot/sweep_shot_average_05.mov,sweep_shot,data/processed/pose_sequences/069_sweep_shot_average_05_sequence.json
65,070,sweep_shot_average_06.mov,sweep_shot/sweep_shot_average_06.mov,sweep_shot,data/processed/pose_sequences/070_sweep_shot_average_06_sequence.json
66,071,sweep_shot_average_07.mov,sweep_shot/sweep_shot_average_07.mov,sweep_shot,data/processed/pose_sequences/071_sweep_shot_average_07_sequence.json
67,072,sweep_shot_average_08.mov,sweep_shot/sweep_shot_average_08.mov,sweep_shot,data/processed/pose_sequences/072_sweep_shot_average_08_sequence.json
68,073,sweep_shot_bad_01.mov,sweep_shot/sweep_shot_bad_01.mov,sweep_shot,data/processed/pose_sequences/073_sweep_shot_bad_01_sequence.json
69,074,sweep_shot_bad_02.mov,sweep_shot/sweep_shot_bad_02.mov,sweep_shot,data/processed/pose_sequences/074_sweep_shot_bad_02_sequence.json
70,075,sweep_shot_bad_03.mov,sweep_shot/sweep_shot_bad_03.mov,sweep_shot,data/processed/pose_sequences/075_sweep_shot_bad_03_sequence.json
71,076,sweep_shot_bad_04.mov,sweep_shot/sweep_shot_bad_04.mov,sweep_shot,data/processed/pose_sequences/076_sweep_shot_bad_04_sequence.json
72,077,sweep_shot_good_01.mov,sweep_shot/sweep_shot_good_01.mov,sweep_shot,data/processed/pose_sequences/077_sweep_shot_good_01_sequence.json
73,078,sweep_shot_good_02.mov,sweep_shot/sweep_shot_good_02.mov,sweep_shot,data/processed/pose_sequences/078_sweep_shot_good_02_sequence.json
74,079,sweep_shot_good_03.mov,sweep_shot/sweep_shot_good_03.mov,sweep_shot,data/processed/pose_sequences/079_sweep_shot_good_03_sequence.json
75,080,sweep_shot_good_04.mov,sweep_shot/sweep_shot_good_04.mov,sweep_shot,data/processed/pose_sequences/080_sweep_shot_good_04_sequence.json
76,081,sweep_shot_good_05.mov,sweep_shot/sweep_shot_good_05.mov,sweep_shot,data/processed/pose_sequences/081_sweep_shot_good_05_sequence.json
77,082,sweep_shot_good_06.mov,sweep_shot/sweep_shot_good_06.mov,sweep_shot,data/processed/pose_sequences/082_sweep_shot_good_06_sequence.json
78,083,sweep_shot_good_07.mov,sweep_shot/sweep_shot_good_07.mov,sweep_shot,data/processed/pose_sequences/083_sweep_shot_good_07_sequence.json
79,084,sweep_shot_good_08.mov,sweep_shot/sweep_shot_good_08.mov,sweep_shot,data/processed/pose_sequences/084_sweep_shot_good_08_sequence.json
