row_index,video_id,file_name,source_file,shot_label,sequence_path
3,4,cover_drive_average_04.mov,cover_drive/cover_drive_average_04.mov,cover_drive,data/processed/pose_sequences/004_cover_drive_average_04_sequence.json
38,39,defensive_shot_good_07.mov,defensive_shot/defensive_shot_good_07.mov,defensive_shot,data/processed/pose_sequences/039_defensive_shot_good_07_sequence.json
22,23,defensive_shot_average_03.mov,defensive_shot/defensive_shot_average_03.mov,defensive_shot,data/processed/pose_sequences/023_defensive_shot_average_03_sequence.json
50,55,pull_shot_bad_03.mov,pull_shot/pull_shot_bad_03.mov,pull_shot,data/processed/pose_sequences/055_pull_shot_bad_03_sequence.json
0,1,cover_drive_average_01.mov,cover_drive/cover_drive_average_01.mov,cover_drive,data/processed/pose_sequences/001_cover_drive_average_01_sequence.json
75,80,sweep_shot_good_04.mov,sweep_shot/sweep_shot_good_04.mov,sweep_shot,data/processed/pose_sequences/080_sweep_shot_good_04_sequence.json
31,32,defensive_shot_bad_04.mov,defensive_shot/defensive_shot_bad_04.mov,defensive_shot,data/processed/pose_sequences/032_defensive_shot_bad_04_sequence.json
79,84,sweep_shot_good_08.mov,sweep_shot/sweep_shot_good_08.mov,sweep_shot,data/processed/pose_sequences/084_sweep_shot_good_08_sequence.json
47,52,pull_shot_average_08.mov,pull_shot/pull_shot_average_08.mov,pull_shot,data/processed/pose_sequences/052_pull_shot_average_08_sequence.json
53,58,pull_shot_good_02.mov,pull_shot/pull_shot_good_02.mov,pull_shot,data/processed/pose_sequences/058_pull_shot_good_02_sequence.json
35,36,defensive_shot_good_04.mov,defensive_shot/defensive_shot_good_04.mov,defensive_shot,data/processed/pose_sequences/036_defensive_shot_good_04_sequence.json
62,67,sweep_shot_average_03.mov,sweep_shot/sweep_shot_average_03.mov,sweep_shot,data/processed/pose_sequences/067_sweep_shot_average_03_sequence.json
9,10,cover_drive_bad_02.mov,cover_drive/cover_drive_bad_02.mov,cover_drive,data/processed/pose_sequences/010_cover_drive_bad_02_sequence.json
66,71,sweep_shot_average_07.mov,sweep_shot/sweep_shot_average_07.mov,sweep_shot,data/processed/pose_sequences/071_sweep_shot_average_07_sequence.json
41,46,pull_shot_average_02.mov,pull_shot/pull_shot_average_02.mov,pull_shot,data/processed/pose_sequences/046_pull_shot_average_02_sequence.json
19,20,cover_drive_good_08.mov,cover_drive/cover_drive_good_08.mov,cover_drive,data/processed/pose_sequences/020_cover_drive_good_08_sequence.json
