row_index,sample_id,source_file,shot_label,encoded_label
63,068_sweep_shot_average_04_sequence,data/processed/pose_sequences/068_sweep_shot_average_04_sequence.json,sweep_shot,3
64,069_sweep_shot_average_05_sequence,data/processed/pose_sequences/069_sweep_shot_average_05_sequence.json,sweep_shot,3
65,070_sweep_shot_average_06_sequence,data/processed/pose_sequences/070_sweep_shot_average_06_sequence.json,sweep_shot,3
66,071_sweep_shot_average_07_sequence,data/processed/pose_sequences/071_sweep_shot_average_07_sequence.json,sweep_shot,3
67,072_sweep_shot_average_08_sequence,data/processed/pose_sequences/072_sweep_shot_average_08_sequence.json,sweep_shot,3
68,073_sweep_shot_bad_01_sequence,data/processed/pose_sequences/073_sweep_shot_bad_01_sequence.json,sweep_shot,3
69,074_sweep_shot_bad_02_sequence,data/processed/pose_sequences/074_sweep_shot_bad_02_sequence.json,sweep_shot,3
70,075_sweep_shot_bad_03_sequence,data/processed/pose_sequences/075_sweep_shot_bad_03_sequence.json,sweep_shot,3
71,076_sweep_shot_bad_04_sequence,data/processed/pose_sequences/076_sweep_shot_bad_04_sequence.json,sweep_shot,3
72,077_sweep_shot_good_01_sequence,data/processed/pose_sequences/077_sweep_shot_good_01_sequence.json,sweep_shot,3
73,078_sweep_shot_good_02_sequence,data/processed/pose_sequences/078_sweep_shot_good_02_sequence.json,sweep_shot,3
74,079_sweep_shot_good_03_sequence,data/processed/pose_sequences/079_sweep_shot_good_03_sequence.json,sweep_shot,3
75,080_sweep_shot_good_04_sequence,data/processed/pose_sequences/080_sweep_shot_good_04_sequence.json,sweep_shot,3
76,081_sweep_shot_good_05_sequence,data/processed/pose_sequences/081_sweep_shot_good_05_sequence.json,sweep_shot,3
77,082_sweep_shot_good_06_sequence,data/processed/pose_sequences/082_sweep_shot_good_06_sequence.json,sweep_shot,3
78,083_sweep_shot_good_07_sequence,data/processed/pose_sequences/083_sweep_shot_good_07_sequence.json,sweep_shot,3
79,084_sweep_shot_good_08_sequence,data/processed/pose_sequences/084_sweep_shot_good_08_sequence.json,sweep_shot,3
