row_index,sample_id,source_file,shot_label,encoded_label
76,081_sweep_shot_good_05_sequence,data/processed/pose_sequences/081_sweep_shot_good_05_sequence.json,sweep_shot,3
73,078_sweep_shot_good_02_sequence,data/processed/pose_sequences/078_sweep_shot_good_02_sequence.json,sweep_shot,3
25,026_defensive_shot_average_06_sequence,data/processed/pose_sequences/026_defensive_shot_average_06_sequence.json,defensive_shot,1
45,050_pull_shot_average_06_sequence,data/processed/pose_sequences/050_pull_shot_average_06_sequence.json,pull_shot,2
54,059_pull_shot_good_03_sequence,data/processed/pose_sequences/059_pull_shot_good_03_sequence.json,pull_shot,2
20,021_defensive_shot_average_01_sequence,data/processed/pose_sequences/021_defensive_shot_average_01_sequence.json,defensive_shot,1
11,012_cover_drive_bad_04_sequence,data/processed/pose_sequences/012_cover_drive_bad_04_sequence.json,cover_drive,0
49,054_pull_shot_bad_02_sequence,data/processed/pose_sequences/054_pull_shot_bad_02_sequence.json,pull_shot,2
63,068_sweep_shot_average_04_sequence,data/processed/pose_sequences/068_sweep_shot_average_04_sequence.json,sweep_shot,3
65,070_sweep_shot_average_06_sequence,data/processed/pose_sequences/070_sweep_shot_average_06_sequence.json,sweep_shot,3
16,017_cover_drive_good_05_sequence,data/processed/pose_sequences/017_cover_drive_good_05_sequence.json,cover_drive,0
21,022_defensive_shot_average_02_sequence,data/processed/pose_sequences/022_defensive_shot_average_02_sequence.json,defensive_shot,1
39,040_defensive_shot_good_08_sequence,data/processed/pose_sequences/040_defensive_shot_good_08_sequence.json,defensive_shot,1
77,082_sweep_shot_good_06_sequence,data/processed/pose_sequences/082_sweep_shot_good_06_sequence.json,sweep_shot,3
24,025_defensive_shot_average_05_sequence,data/processed/pose_sequences/025_defensive_shot_average_05_sequence.json,defensive_shot,1
58,063_pull_shot_good_07_sequence,data/processed/pose_sequences/063_pull_shot_good_07_sequence.json,pull_shot,2
71,076_sweep_shot_bad_04_sequence,data/processed/pose_sequences/076_sweep_shot_bad_04_sequence.json,sweep_shot,3
60,065_sweep_shot_average_01_sequence,data/processed/pose_sequences/065_sweep_shot_average_01_sequence.json,sweep_shot,3
59,064_pull_shot_good_08_sequence,data/processed/pose_sequences/064_pull_shot_good_08_sequence.json,pull_shot,2
3,004_cover_drive_average_04_sequence,data/processed/pose_sequences/004_cover_drive_average_04_sequence.json,cover_drive,0
38,039_defensive_shot_good_07_sequence,data/processed/pose_sequences/039_defensive_shot_good_07_sequence.json,defensive_shot,1
22,023_defensive_shot_average_03_sequence,data/processed/pose_sequences/023_defensive_shot_average_03_sequence.json,defensive_shot,1
50,055_pull_shot_bad_03_sequence,data/processed/pose_sequences/055_pull_shot_bad_03_sequence.json,pull_shot,2
0,001_cover_drive_average_01_sequence,data/processed/pose_sequences/001_cover_drive_average_01_sequence.json,cover_drive,0
75,080_sweep_shot_good_04_sequence,data/processed/pose_sequences/080_sweep_shot_good_04_sequence.json,sweep_shot,3
31,032_defensive_shot_bad_04_sequence,data/processed/pose_sequences/032_defensive_shot_bad_04_sequence.json,defensive_shot,1
79,084_sweep_shot_good_08_sequence,data/processed/pose_sequences/084_sweep_shot_good_08_sequence.json,sweep_shot,3
47,052_pull_shot_average_08_sequence,data/processed/pose_sequences/052_pull_shot_average_08_sequence.json,pull_shot,2
53,058_pull_shot_good_02_sequence,data/processed/pose_sequences/058_pull_shot_good_02_sequence.json,pull_shot,2
35,036_defensive_shot_good_04_sequence,data/processed/pose_sequences/036_defensive_shot_good_04_sequence.json,defensive_shot,1
62,067_sweep_shot_average_03_sequence,data/processed/pose_sequences/067_sweep_shot_average_03_sequence.json,sweep_shot,3
9,010_cover_drive_bad_02_sequence,data/processed/pose_sequences/010_cover_drive_bad_02_sequence.json,cover_drive,0
66,071_sweep_shot_average_07_sequence,data/processed/pose_sequences/071_sweep_shot_average_07_sequence.json,sweep_shot,3
41,046_pull_shot_average_02_sequence,data/processed/pose_sequences/046_pull_shot_average_02_sequence.json,pull_shot,2
19,020_cover_drive_good_08_sequence,data/processed/pose_sequences/020_cover_drive_good_08_sequence.json,cover_drive,0
